repo_name,ref,path,symlink_target,docker_base_image
kubernetes/k8s.io,refs/heads/main,images/k8s-infra/Dockerfile,,bullseye
istana/libnss-maria,refs/heads/master,docker/Dockerfile.unix_socket,,bullseye
sensebox/osem-archiver,refs/heads/master,Dockerfile,,stretch
mrorgues/dockerfiles,refs/heads/master,umbrello/Dockerfile,,stretch
konstruktoid/dockerfiles,refs/heads/master,transmission-ui/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,transmission-ui/Dockerfile,,buster
saneax/dockerfiles,refs/heads/master,transmission-ui/Dockerfile,,stretch
nixys/nxs-fw-ctl,refs/heads/master,build-pkgs-conf/pkg/general/usr/share/nxs-fw-ctl/tpls/1.12/new-proj-tpl/build-pkgs-conf/docker/debian-9/Dockerfile_tpl,,9
nixys/nxs-fw-ctl,refs/heads/master,build-pkgs-conf/pkg/general/usr/share/nxs-fw-ctl/tpls/1.13/new-proj-tpl/build-pkgs-conf/docker/debian-9/Dockerfile_tpl,,9
IMIO/docker-teleservices,refs/heads/master,teleservices/Dockerfile-buster,,buster
cahirwpz/wifire-os,refs/heads/master,.circleci/docker/Dockerfile,,buster
jmassey-jacques/libjson-rpc-cpp,refs/heads/master,docker/Debian9.Dockerfile,,9
rgee0/faas,refs/heads/master,contrib/golang/Dockerfile,,stretch
fberst/xcsoar,refs/heads/master,ide/docker/Dockerfile,,buster
lablup/sorna-repl,refs/heads/master,vendor/neuro/Dockerfile.base.debian9.0,,stretch
ArtemovSA/trezo,refs/heads/master,Dockerfile,,9
uber/kraken,refs/heads/master,docker/origin/Dockerfile,,10
Jeff-Wang93/vent,refs/heads/master,vent/core/syslog/Dockerfile,,stretch
arangodb-helper/build-docker-containers,refs/heads/master,distros/debian/stretch/build/Dockerfile,,stretch
pni-libraries/python-pni,refs/heads/develop,.ci/debian10_py2/Dockerfile,,buster
coanda/dactl,refs/heads/master,.ci/docker/Dockerfile,,buster
konstruktoid/dockerfiles,refs/heads/master,traceroute/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,traceroute/Dockerfile,,buster
viglesiasce/images,refs/heads/master,container-builder/Dockerfile,,9
galaxycash/galaxycash,refs/heads/master,scripts/docker/debian/Dockerfile-stretch,,stretch
mypetyak/devbox,refs/heads/master,Dockerfile,,stretch
nexdatas/selector,refs/heads/develop,.ci/debian9_py2/Dockerfile,,stretch
Magnitus-/DockerFiles,refs/heads/master,chrony/Dockerfile,,stretch
lisitsyn/shogun,refs/heads/develop,configs/shogun-sdk/Dockerfile,,buster
karlnapf/shogun,refs/heads/develop,configs/shogun-sdk/Dockerfile,,buster
DavadDi/actor-framework,refs/heads/master,.ci/debian-9/Dockerfile,,9
actor-framework/actor-framework,refs/heads/master,.ci/debian-9/Dockerfile,,9
stadtgestalten/stadtgestalten,refs/heads/master,docker/grouprise-released-deb/Dockerfile,,buster
Nascom/operate-dockerfiles,refs/heads/master,php/8.0/bullseye/cli/Dockerfile,,bullseye
jfrazelle/dockerfiles,refs/heads/master,kicad/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,kicad/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,kicad/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,kicad/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,kicad/Dockerfile,,bullseye
lordslair/foobar,refs/heads/master,k8s/mysql-5.0.96/Dockerfile-mysql-5.0.96,,stretch
ilyash/ngs,refs/heads/master,Dockerfile.build-deb,,stretch
youearnedit/dockerfiles,refs/heads/master,mdb-bi-connector/Dockerfile,,stretch
johnsandiford/dockerfiles,refs/heads/master,traceroute/Dockerfile,,buster
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/traceroute/Dockerfile,,buster
FengyunPan/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
antoineco/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
bradtopol/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
whuwxl/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
JiangtianLi/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
apcera/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
aleksandra-malinowska/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
chrisglass/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
ejona86/grpc,refs/heads/master,tools/dockerfile/distribtest/python_dev_buster_x64/Dockerfile,,buster
DeDiS/cothority,refs/heads/master,conode/Dockerfile-base,,stretch
ineiti/cothorities,refs/heads/master,conode/Dockerfile-base,,stretch
brianrob/coretests,refs/heads/master,docker/mono_nightlyversion/Dockerfile,,stretch
expobrain/expobrain-blog,refs/heads/master,Dockerfile,,10
haz-mat/strike,refs/heads/master,Dockerfile,,stretch
alex65536/tester-web,refs/heads/master,build/builder/Dockerfile,,9.4
Galexrt/docker-ts3server,refs/heads/master,Dockerfile,,buster
jrouzierinverse/freeradius-server,refs/heads/master,scripts/docker/build-debian9/Dockerfile.deps,,9
wernight/docker-mopidy,refs/heads/master,Dockerfile,,buster
jfrazelle/dockerfiles,refs/heads/master,chrome/beta/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,chrome/beta/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,chrome/beta/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,chrome/beta/Dockerfile,,bullseye
Perl/docker-perl,refs/heads/master,"5.032.001-slim,threaded-buster/Dockerfile",,buster
jknsware/docker-plex-media-server,refs/heads/master,Dockerfile,,stretch
codeabovelab/haven-platform,refs/heads/master,balancer-web/Dockerfile,,stretch
drhelius/docker-ansible-role,refs/heads/master,travis/Dockerfile.debian-stretch,,stretch
apache/orc,refs/heads/main,docker/debian9/Dockerfile,,9
omalley/orc,refs/heads/main,docker/debian9/Dockerfile,,9
flutter/cocoon,refs/heads/main,Dockerfile,,stretch
farribeiro/wscef-docker,refs/heads/master,Dockerfile,,bullseye
pachyderm/pfs,refs/heads/master,Dockerfile.pachctl,,buster
jakirkham/dockerfiles,refs/heads/master,byzanz/Dockerfile,,stretch
vjpai/grpc,refs/heads/master,tools/dockerfile/test/cxx_buster_x64/Dockerfile,,buster
donnadionne/grpc,refs/heads/master,tools/dockerfile/test/cxx_buster_x64/Dockerfile,,buster
lukassnoek/BidsConverter,refs/heads/master,Dockerfile,,stretch
Perl/docker-perl,refs/heads/master,eol/5.020.003-slim-buster/Dockerfile,,buster
mattjlewis/diozero,refs/heads/main,docker/diozero-cc-base/Dockerfile,,buster
wader/hugo-dropbox,refs/heads/master,Dockerfile,,stretch
kartta-labs/Project,refs/heads/master,Dockerfile-cgimap,,bullseye
grpc/test-infra,refs/heads/master,containers/init/clone/Dockerfile,,buster
Bitcoin-ABC/bitcoin-abc,refs/heads/master,contrib/docker/bitcoin-abc-dev/Dockerfile,,buster
kaiterra/dockerfiles,refs/heads/master,golang-base/buster/Dockerfile,,buster
gns-ank/dotfiles,refs/heads/master,debshed/Dockerfile,,buster
kubernetes/publishing-bot,refs/heads/master,Dockerfile,,stretch
8devices/pi-gen,refs/heads/master,Dockerfile,,stretch
allinurl/goaccess,refs/heads/master,Dockerfile.debian-10,,10
nexdatas/recselector,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster
nemequ/simde,refs/heads/master,test/docker/Dockerfile.icc,,bullseye
deusieeee/openvpn-client,refs/heads/master,Dockerfile,,stretch
GoogleCloudPlatform/cnrm-blueprints,refs/heads/master,test/Dockerfile,,buster
XAMPP/Celty,refs/heads/master,Dockerfile,,stretch
getong/docker-erlang-otp,refs/heads/master,20/slim/Dockerfile,,stretch
goll/opentsdb-bigtable,refs/heads/master,Dockerfile,,stretch
swiftdocker/docker-swift,refs/heads/main,swift-ci/master/debian/10/Dockerfile,,10
codeship-library/heroku-deployment,refs/heads/master,Dockerfile,,buster
Trim/acme-dns-tiny,refs/heads/master,docker/stretch/Dockerfile,,stretch
jfrazelle/dockerfiles,refs/heads/master,chromium/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,chromium/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,chromium/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,chromium/Dockerfile,,bullseye
wenerme/dockerfiles,refs/heads/master,debian/debian/Dockerfile,,buster
freehackquest/backend,refs/heads/master,misc/build_for_docker/Dockerfile,,9.5
mrorgues/dockerfiles,refs/heads/master,midori/Dockerfile,,stretch
sdhoward/docker-library,refs/heads/master,x86_64/hts/Dockerfile,,stretch
droundy/bigbro,refs/heads/master,build/Dockerfile,,stretch
vincent-noel/libSigNetSim,refs/heads/master,scripts/docker-py3/Dockerfile,,stretch
docker-library/repo-info,refs/heads/master,Dockerfile.local-dpkg,,bullseye
KITPraktomatTeam/Praktomat,refs/heads/master,docker-image/Dockerfile,,buster
jkrinke/Praktomat,refs/heads/master,docker-image/Dockerfile,,buster
nuxsmin/sysPass-doc,refs/heads/master,Dockerfile,,stretch
minepy/mictools,refs/heads/master,docker/Dockerfile,,10.2
DockerNepiPI/DockerRedminePI,refs/heads/main,3.4/Dockerfile,,stretch
jrouzierinverse/freeradius-server,refs/heads/master,scripts/docker/build-debian11/Dockerfile.deps,,bullseye
nexdatas/configserver,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster
sim590/dpaste,refs/heads/master,docker/DockerfileBase,,buster
ajhaydock/dockerfiles,refs/heads/master,jabref/Dockerfile,,stretch
zzzz401/DockerContainers,refs/heads/master,Jekyll/Dockerfile,,stretch
hanfi/hanfi.github.io,refs/heads/master,action-test/Dockerfile,,9.5
vincent-noel/SigNetSim,refs/heads/master,scripts/docker-py2/Dockerfile,,stretch
msreis/SigNetSim,refs/heads/master,scripts/docker-py2/Dockerfile,,stretch
timcurzon/docker-apparatus,refs/heads/master,x86-64/opendsa/Dockerfile,,stretch
raatiniemi/linker,refs/heads/main,docker/cli/Dockerfile,,buster
vicamo/docker-binfmt-qemu,refs/heads/master,debian/buster/Dockerfile,,buster
danvaida/ansible-docker-images,refs/heads/master,debian/stretch/Dockerfile,,stretch
manhg/tokit,refs/heads/master,example/docker/Dockerfile,,stretch
Magnitus-/DockerFiles,refs/heads/master,isc-dhcp-server/Dockerfile-amd64,,stretch
syoya/docker-cloudsql-proxy,refs/heads/master,Dockerfile,,stretch
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/mono_jit_llvm/Dockerfile,,stretch
leprechau/freeradius-server,refs/heads/v3.0.x,scripts/jenkins/debian10/Dockerfile,,buster
jrouzierinverse/freeradius-server,refs/heads/master,scripts/docker/build-debian10/Dockerfile.deps,,10
ssm/s2i-jekyll,refs/heads/master,Dockerfile,,stretch
martinvenus/docker-yarn,refs/heads/master,Dockerfile,,buster
hlieberman/sysdig,refs/heads/dev,probe-builder/Dockerfile.debian-gcc6.3,,stretch
r0mdau/docker-images,refs/heads/main,debian/stretch/apache2-php7/Dockerfile,,stretch
guysoft/CustomPiOS,refs/heads/devel,src/Dockerfile,,buster
haojin2/peloton,refs/heads/master,script/docker/debian-stretch/Dockerfile-jenkins,,stretch
seojungmin/peloton,refs/heads/master,script/docker/debian-stretch/Dockerfile-jenkins,,stretch
PierreSenellart/provsql,refs/heads/master,docker/Dockerfile,,buster
jfrazelle/dockerfiles,refs/heads/master,slapd/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,slapd/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,slapd/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,slapd/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,slapd/Dockerfile,,bullseye
Perl/docker-perl,refs/heads/master,"5.032.001-slim,threaded-bullseye/Dockerfile",,bullseye
ruffsl/docker_images,refs/heads/master,gazebo/9/debian/stretch/gzserver9/Dockerfile,,stretch
iimuz/dockerfile,refs/heads/master,nvim-basic/Dockerfile,,buster
Linaro/squad,refs/heads/master,Dockerfile,,buster
sdhoward/docker-library,refs/heads/master,x86_64/mono/Dockerfile,,stretch
argent-smith/boinc_docker,refs/heads/master,docker/arm32v7/Dockerfile,,stretch
GoogleCloudPlatform/cloud-builders-community,refs/heads/master,flutter/Dockerfile,,stretch
DavidAntliff/poolmon,refs/heads/master,services/tickbase/Dockerfile.x86_64,,stretch
dabbertorres/MediaServer,refs/heads/master,Dockerfile-websrv,,stretch
embeddedfactor/node-mifare,refs/heads/master,tools/Dockerfile.stretch,,stretch
nicolasnoble/grpc,refs/heads/master,src/php/docker/php-src/Dockerfile,,stretch
vjpai/grpc,refs/heads/master,src/php/docker/php-src/Dockerfile,,stretch
donnadionne/grpc,refs/heads/master,src/php/docker/php-src/Dockerfile,,stretch
braintree/braintree_node,refs/heads/master,Dockerfile,,stretch
koep/dockerfiles,refs/heads/master,fontpatcher/Dockerfile,,bullseye
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_volume_2,,9.11
kitwalker12/fotomat,refs/heads/master,Dockerfile.dpkg-stretch,,stretch
influxdb/influxdb,refs/heads/master,docker/flux/Dockerfile,,buster
li-ang/influxdb,refs/heads/master,docker/flux/Dockerfile,,buster
influxdata/influxdb,refs/heads/master,docker/flux/Dockerfile,,buster
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/test/php7_debian11_x64/Dockerfile,,11
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/test/php7_debian11_x64/Dockerfile,,11
grpc/grpc,refs/heads/master,tools/dockerfile/test/php7_debian11_x64/Dockerfile,,11
google/aiyprojects-raspbian-tools,refs/heads/main,scripts/Dockerfile,,buster
mcuadros/server,refs/heads/master,Dockerfile,,stretch
hpc/charliecloud,refs/heads/master,examples/Dockerfile.debian9,,stretch
heroku/heroku-cli,refs/heads/master,.github/build/Dockerfile,,9.5
heroku/cli,refs/heads/master,.github/build/Dockerfile,,9.5
William-Yeh/docker-ansible,refs/heads/master,debian9-onbuild/Dockerfile,,stretch
NATTools/stunserver,refs/heads/master,Dockerfile,,stretch
getong/docker-erlang-otp,refs/heads/master,21/slim/Dockerfile,,stretch
kapouer/upcache,refs/heads/master,Dockerfile,,stretch
kapouer/cache-protocols,refs/heads/master,Dockerfile,,stretch
docker-library/buildpack-deps,refs/heads/master,debian/buster/curl/Dockerfile,,buster
infosiftr/buildpack-deps,refs/heads/master,debian/buster/curl/Dockerfile,,buster
igbmc/salinity,refs/heads/master,docker_builds/debian9-salt2016.11/Dockerfile,,9
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_ruby/Dockerfile,,11
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/interoptest/grpc_interop_ruby/Dockerfile,,11
ctiller/grpc,refs/heads/master,tools/dockerfile/test/ruby_debian11_x64/Dockerfile,,11
ctiller/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_ruby/Dockerfile,,11
grpc/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_ruby/Dockerfile,,11
cern-it-sdc-id/davix,refs/heads/devel,docker/Dockerfile,,stretch
latex-g7-32/latex-g7-32,refs/heads/master,docker/Dockerfile,,stretch
einhander/latex-g7-32,refs/heads/master,docker/Dockerfile,,stretch
rominf/latex-g7-32,refs/heads/master,docker/Dockerfile,,stretch
google/fully-homomorphic-encryption,refs/heads/main,Dockerfile,,bullseye
Perl/docker-perl,refs/heads/master,eol/5.024.004-slim-buster/Dockerfile,,buster
Perl/docker-perl,refs/heads/master,5.032.001-slim-bullseye/Dockerfile,,bullseye
apache/orc,refs/heads/main,docker/debian10/Dockerfile,,buster
splattael/dotfiles,refs/heads/master,Dockerfile,,bullseye
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/mono_fx_aot_app_jit_llvm/Dockerfile,,stretch
cahirwpz/mimiker,refs/heads/master,toolchain/Dockerfile,,buster
NCSU-Libraries/circa,refs/heads/dependabot/bundler/nokogiri-1.11.4,ansible/imported_roles/rvm.ruby/tests/dockerfiles/debian9/Dockerfile,,9
rvm/rvm1-ansible,refs/heads/master,tests/dockerfiles/debian9/Dockerfile,,9
NCSU-Libraries/Suma-Vagrant,refs/heads/master,ansible/roles/rvm.ruby/tests/dockerfiles/debian9/Dockerfile,,9
electricbookworks/electric-book-gui,refs/heads/master,tools/ansible/roles/rvm.ruby/tests/dockerfiles/debian9/Dockerfile,,9
trln/trln-ingest,refs/heads/master,ansible/roles/rvm.ruby/tests/dockerfiles/debian9/Dockerfile,,9
dprasanthv/DockerFiles,refs/heads/master,scrapyd/py3/Dockerfile,,stretch
jtattermusch/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.5_x64/Dockerfile,,stretch
chlorm-forks/panopticon,refs/heads/master,pkg/debian/Dockerfile.debian,,stretch
leprechau/freeradius-server,refs/heads/v3.0.x,scripts/crossbuild/docker/debian10/Dockerfile,,buster
pirati-cz/helios-server,refs/heads/master,Dockerfile,,stretch
stanley89/helios-server,refs/heads/master,Dockerfile,,stretch
xstevens/dockerfiles,refs/heads/master,securitymonkey/secmonkey-api/Dockerfile,,stretch
andre487/news487,refs/heads/master,common/python/.devtools/Dockerfile,,9
joelnb/dockerfiles,refs/heads/master,gollum/nginx/Dockerfile,,buster
ggoussard/Bento4Docker,refs/heads/master,Dockerfile,,buster
ziirish/burp-ui,refs/heads/master,docker/demo/docker-cli1/Dockerfile,,bullseye
ionomy/ion,refs/heads/master,docker/Dockerfile,,stretch
konstruktoid/dockerfiles,refs/heads/master,fontpatcher/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,fontpatcher/Dockerfile,,buster
atom/node-keytar,refs/heads/master,docker/arm64-cross-compile/Dockerfile,,buster
jtattermusch/grpc,refs/heads/master,tools/dockerfile/test/cxx_debian9_x64/Dockerfile,,9
uq-eresearch/uqam,refs/heads/master,Dockerfile,,9
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/distribtest/ruby_stretch_x64_ruby_3_0/Dockerfile,,stretch
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/distribtest/ruby_stretch_x64_ruby_3_0/Dockerfile,,stretch
ctiller/grpc,refs/heads/master,tools/dockerfile/distribtest/ruby_stretch_x64_ruby_3_0/Dockerfile,,stretch
grpc/grpc,refs/heads/master,tools/dockerfile/distribtest/ruby_stretch_x64_ruby_3_0/Dockerfile,,stretch
James-Yu/LaTeX-Workshop,refs/heads/master,.devcontainer/stable/Dockerfile,,bullseye
jtattermusch/grpc,refs/heads/master,tools/dockerfile/test/cxx_debian10_x64/Dockerfile,,10
marcermarc/DockerSteam,refs/heads/master,steamcmd/Dockerfile,,stretch
Ragnaroek/rust-on-raspberry-docker,refs/heads/master,Dockerfile,,buster
KCL-Planning/VAL,refs/heads/master,scripts/build/docker/Dockerfile,,9
ronnyfriedland/Knowledgebase-2.0,refs/heads/master,src/main/docker/Dockerfile,,buster
panubo/docker-vsftpd,refs/heads/master,Dockerfile,,stretch
inewswire/braintree_php,refs/heads/master,Dockerfile,,stretch
konstruktoid/dockerfiles,refs/heads/master,gcc/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,gcc/Dockerfile,,buster
mauriciovieira/eiitp,refs/heads/master,roles/markosamuli.asdf/tests/stretch/Dockerfile,,stretch
npo-poms/pyapi,refs/heads/main,docker/debian/Dockerfile,,bullseye
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/distribtest/ruby_stretch_x64/Dockerfile,,stretch
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/distribtest/ruby_stretch_x64/Dockerfile,,stretch
ctiller/grpc,refs/heads/master,tools/dockerfile/distribtest/ruby_stretch_x64/Dockerfile,,stretch
grpc/grpc,refs/heads/master,tools/dockerfile/distribtest/ruby_stretch_x64/Dockerfile,,stretch
nexdatas/tools,refs/heads/develop,.ci/debian11_py3/Dockerfile,,bullseye
dropz-one/docker-roundcube,refs/heads/master,Dockerfile,,buster
XCSoar/mapgen,refs/heads/master,container/worker/Dockerfile,,bullseye
nexdatas/configserver-db,refs/heads/master,.travis/debian9_py2/Dockerfile,,stretch
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_php7/Dockerfile,,11
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/interoptest/grpc_interop_php7/Dockerfile,,11
grpc/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_php7/Dockerfile,,11
tgockel/zookeeper-cpp,refs/heads/master,config/docker/debian-10/Dockerfile,,10
jtattermusch/grpc,refs/heads/master,tools/dockerfile/test/php7_stretch_x64/Dockerfile,,stretch
ctiller/grpc,refs/heads/master,tools/dockerfile/test/php7_stretch_x64/Dockerfile,,stretch
Manromen/docker-cpp-libraries,refs/heads/master,Dockerfile,,stretch
troyliu0105/shadowsocks-libev,refs/heads/master,docker/mingw/Dockerfile,,stretch
OpenKGB/webcode,refs/heads/master,django/Dockerfile,,stretch
keopx/docker-apache-php,refs/heads/master,7.1/Dockerfile,,buster
nfq-technologies/docker-images,refs/heads/master,debian-stretch/Dockerfile,,stretch
rancherio/os-services,refs/heads/master,images/10-qemuguestagent/Dockerfile,,stretch
