repo_name,ref,path,symlink_target,docker_base_image,repo_owner,repo
nicolasnoble/grpc,refs/heads/master,tools/dockerfile/distribtest/python_stretch_x64/Dockerfile,,stretch,nicolasnoble,grpc
fyookball/electrum,refs/heads/master,android/Dockerfile,,stretch,fyookball,electrum
sguthrie/predicting-depression,refs/heads/master,Dockerfiles/unusableDockerfiles/arv-mount-datalad,,stretch,sguthrie,predicting-depression
firebase/grpc-SwiftPM,refs/heads/main,tools/dockerfile/test/python_stretch_3.6_x64/Dockerfile,,stretch,firebase,grpc-SwiftPM
TJNII/DockerBases,refs/heads/master,debian_bullseye/Dockerfile,,bullseye,TJNII,DockerBases
mtmiller/ocserv,refs/heads/master,tests/docker-ocserv/Dockerfile-debian-tcp,,stretch,mtmiller,ocserv
dancerj/monthly-report,refs/heads/master,utils/docker/Dockerfile.stretch,,stretch,dancerj,monthly-report
BernhardDenner/libelektra,refs/heads/master,scripts/docker/jenkinsnode/Dockerfile,,stretch,BernhardDenner,libelektra
wernight/docker-plex-media-server,refs/heads/master,autoupdate/Dockerfile,,buster,wernight,docker-plex-media-server
alanbrent/dockerfiles,refs/heads/master,pms/Dockerfile,,stretch,alanbrent,dockerfiles
nexdatas/configserver,refs/heads/develop,.ci/debian10_py2/Dockerfile,,buster,nexdatas,configserver
sobolevn/git-secret,refs/heads/master,.ci/docker-ci/debian-gnupg2/Dockerfile,,11.2,sobolevn,git-secret
michael-k/dockerfiles-jfrazelle,refs/heads/master,cathode/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
staslev/incubator-beam,refs/heads/master,runners/gcp/gcsproxy/Dockerfile,,stretch,staslev,incubator-beam
staslev/beam,refs/heads/master,runners/gcp/gcsproxy/Dockerfile,,stretch,staslev,beam
jakirkham/dockerfiles,refs/heads/master,kgb-bot/Dockerfile,,stretch,jakirkham,dockerfiles
njuicsgz/kubernetes-1,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,njuicsgz,kubernetes-1
ingvagabund/origin,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,ingvagabund,origin
wikimedia/operations-debs-kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,wikimedia,operations-debs-kubernetes
Stackdriver/heapster,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,Stackdriver,heapster
grpc/grpc-ios,refs/heads/main,native_src/src/php/docker/php-src/Dockerfile,,stretch,grpc,grpc-ios
nexdatas/writer,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster,nexdatas,writer
romanz/trezor-mcu,refs/heads/master,Dockerfile,,9,romanz,trezor-mcu
Wassasin/roerei,refs/heads/master,Dockerfile,,stretch,Wassasin,roerei
galexrt/docker-healthchecks,refs/heads/main,Dockerfile,,buster,galexrt,docker-healthchecks
Normation/ncf,refs/heads/master,ci/python.Dockerfile,,11,Normation,ncf
tinyspeck/vitess,refs/heads/master,docker/k8s/logrotate/Dockerfile,,buster,tinyspeck,vitess
stfalcon/fwdays,refs/heads/master,docker-configs/fwdays-mysql/Dockerfile,,stretch,stfalcon,fwdays
opensource-spraakherkenning-nl/Kaldi_NL,refs/heads/master,kaldi.Dockerfile,,11.2,opensource-spraakherkenning-nl,Kaldi_NL
ejona86/grpc,refs/heads/master,tools/dockerfile/distribtest/php7_stretch_x64/Dockerfile,,stretch,ejona86,grpc
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/distribtest/php7_stretch_x64/Dockerfile,,stretch,grpc,grpc-ios
qqbuby/readthedocs-docker,refs/heads/master,Dockerfile,,stretch,qqbuby,readthedocs-docker
nishiki/manage-password,refs/heads/master,Dockerfile,,stretch,nishiki,manage-password
Posytron/teste,refs/heads/master,Dockerfile.build,,stretch,Posytron,teste
gidjin/docker-s3ql-volume,refs/heads/master,Dockerfile,,stretch,gidjin,docker-s3ql-volume
jucacrispim/toxicbuild,refs/heads/master,build-images/debian/Dockerfile-debian-generic,,buster,jucacrispim,toxicbuild
jamesnetherton/docker-stellarium,refs/heads/master,Dockerfile,,stretch,jamesnetherton,docker-stellarium
iaroki/dockerfiles,refs/heads/master,unchrome/Dockerfile,,stretch,iaroki,dockerfiles
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/distribtest/ruby_stretch_x64_ruby_2_5/Dockerfile,,stretch,stanley-cheung,grpc
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/distribtest/ruby_stretch_x64_ruby_2_5/Dockerfile,,stretch,grpc,grpc-ios
tox4j/apidsl,refs/heads/master,Dockerfile,,buster,tox4j,apidsl
FrankIJskes/Dockerfiles,refs/heads/master,python3/Dockerfile,,stretch,FrankIJskes,Dockerfiles
htcondor/htcondor,refs/heads/master,build/nmi-build/x86_64_Debian11/Dockerfile,,bullseye,htcondor,htcondor
CyberReboot/vent-plugins,refs/heads/master,pcap_to_node_pcap/Dockerfile,,stretch,CyberReboot,vent-plugins
RFerraro/Docker,refs/heads/master,cxx/common/debian/stretch/Dockerfile,,stretch,RFerraro,Docker
pevma/sqard,refs/heads/master,Debian/Dockerfile.sqard-debian-buster,,buster,pevma,sqard
panubo/docker-postfix,refs/heads/master,Dockerfile,,buster,panubo,docker-postfix
Nascom/operate-dockerfiles,refs/heads/master,php/7.4/buster/cli/Dockerfile,,buster,Nascom,operate-dockerfiles
jakirkham/dockerfiles,refs/heads/master,wine/64/Dockerfile,,stretch,jakirkham,dockerfiles
pdh/kops,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,pdh,kops
rthallisey/ansible-service-broker,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,rthallisey,ansible-service-broker
pwittrock/apiserver-builder,refs/heads/master,thirdparty/src/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,pwittrock,apiserver-builder
tmckayus/oshinko-cli,refs/heads/master,vendor/github.com/openshift/origin/cmd/cluster-capacity/go/src/github.com/kubernetes-incubator/cluster-capacity/vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,tmckayus,oshinko-cli
tmckayus/oshinko-cli,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,tmckayus,oshinko-cli
nhr/origin,refs/heads/master,cmd/cluster-capacity/go/src/github.com/kubernetes-incubator/cluster-capacity/vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,nhr,origin
pwittrock/reference-docs,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,pwittrock,reference-docs
krousey/kube-deploy,refs/heads/master,cluster-api/vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,krousey,kube-deploy
leonwanghui/opensds-broker,refs/heads/master,vendor/github.com/kubernetes-incubator/service-catalog/vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,leonwanghui,opensds-broker
aveshagarwal/cluster-capacity,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,aveshagarwal,cluster-capacity
cncf/cross-cloud,refs/heads/master,validate-cluster/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,cncf,cross-cloud
Himura2la/FestEngine,refs/heads/master,bin/Dockerfile,,10,Himura2la,FestEngine
Stackdriver/agent-packaging,refs/heads/master,build/x86_64_stretch/Dockerfile,,stretch,Stackdriver,agent-packaging
basepi/hubble,refs/heads/develop,pkg/dev/debian9/Dockerfile,,9,basepi,hubble
CreepCat/monero-wallet,refs/heads/master,Dockerfile,,9,CreepCat,monero-wallet
artran/docker-rdkit,refs/heads/master,Dockerfile-python3-debian,,buster,artran,docker-rdkit
thomastrapp/hext,refs/heads/master,scripts/build-hext-php/Dockerfile,,buster,thomastrapp,hext
TimVanMourik/FmriAnalysis,refs/heads/master,GIRAFFE/code/Dockerfile,,stretch,TimVanMourik,FmriAnalysis
TimVanMourik/OpenFmriAnalysis,refs/heads/master,GIRAFFE/code/Dockerfile,,stretch,TimVanMourik,OpenFmriAnalysis
Perl/docker-perl,refs/heads/master,eol/5.010.001-slim-buster/Dockerfile,,buster,Perl,docker-perl
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/archive/mono_aot/Dockerfile,,stretch,brianrob,coretests
cachedout/barnacle,refs/heads/master,debian10/Dockerfile,,buster,cachedout,barnacle
zak-schlemmer/robot,refs/heads/master,template/robot-system/apache2-php7.3/Dockerfile,,buster,zak-schlemmer,robot
omise/omise-python,refs/heads/master,Dockerfile,,buster,omise,omise-python
Perl/docker-perl,refs/heads/master,"eol/5.024.004-slim,threaded-buster/Dockerfile",,buster,Perl,docker-perl
booyaa/dockerfiles,refs/heads/master,curl/Dockerfile,,stretch,booyaa,dockerfiles
Synerty/vortexpy,refs/heads/master,Dockerfile,,9,Synerty,vortexpy
JoeLametta/morituri,refs/heads/master,Dockerfile,,buster,JoeLametta,morituri
JoeLametta/whipper,refs/heads/master,Dockerfile,,buster,JoeLametta,whipper
yoms/sentinel-banner-generator,refs/heads/master,Dockerfile,,stretch,yoms,sentinel-banner-generator
nexdatas/taurusgui,refs/heads/develop,.ci/debian9_py2/Dockerfile,,stretch,nexdatas,taurusgui
Brainfood-com/docker-image-recipes,refs/heads/master,redis/Dockerfile,,stretch,Brainfood-com,docker-image-recipes
johnsandiford/dockerfiles,refs/heads/master,gparted/Dockerfile,,buster,johnsandiford,dockerfiles
apache/orc,refs/heads/main,docker/debian11/Dockerfile,,bullseye,apache,orc
embeddedfactor/node-mifare,refs/heads/master,tools/Dockerfile.bullseye,,bullseye,embeddedfactor,node-mifare
helfertool/helfertool,refs/heads/main,Dockerfile,,buster,helfertool,helfertool
nexdatas/writer,refs/heads/develop,.ci/debian9_py2/Dockerfile,,stretch,nexdatas,writer
jfrazelle/dockerfiles,refs/heads/master,geary/Dockerfile,,bullseye,jfrazelle,dockerfiles
michael-k/dockerfiles-jfrazelle,refs/heads/master,geary/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
Danack/Blog,refs/heads/master,docker/server/Dockerfile,,9,Danack,Blog
Nascom/operate-dockerfiles,refs/heads/master,php/8.1/bullseye/cli/Dockerfile,,bullseye,Nascom,operate-dockerfiles
Brainfood-com/docker-image-recipes,refs/heads/master,roundcube/Dockerfile,,stretch,Brainfood-com,docker-image-recipes
IRT-Open-Source/scf,refs/heads/master,Dockerfile,,buster,IRT-Open-Source,scf
daisy/pipeline-issues,refs/heads/master,assembly/Dockerfile.without_builder,,stretch,daisy,pipeline-issues
Perl/docker-perl,refs/heads/master,"eol/5.016.003-slim,threaded-buster/Dockerfile",,buster,Perl,docker-perl
coinpit/nodejs-docker,refs/heads/master,Dockerfile,,stretch,coinpit,nodejs-docker
dritter/powerlevel9k,refs/heads/next,docker/base-5.3.1/Dockerfile,,stretch,dritter,powerlevel9k
tatref/psximager,refs/heads/master,Dockerfile,,buster,tatref,psximager
lbryio/lbry,refs/heads/master,lbry/scripts/Dockerfile.wallet_server,,buster,lbryio,lbry
ikus060/rdiffweb,refs/heads/master,Dockerfile,,buster,ikus060,rdiffweb
mailcow/mailcow-dockerized,refs/heads/master,data/Dockerfiles/clamd/Dockerfile,,bullseye,mailcow,mailcow-dockerized
ngiger/oddb-docker,refs/heads/master,currency/Dockerfile,,stretch,ngiger,oddb-docker
nexdatas/selector,refs/heads/develop,.ci/debian10_py2/Dockerfile,,buster,nexdatas,selector
nexdatas/taurusgui,refs/heads/develop,.ci/debian10_py2/Dockerfile,,buster,nexdatas,taurusgui
jakirkham/dockerfiles,refs/heads/master,network-toolbox/debian/Dockerfile,,stretch,jakirkham,dockerfiles
Perl/docker-perl,refs/heads/master,"5.034.000-slim,threaded-bullseye/Dockerfile",,bullseye,Perl,docker-perl
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/mono_fullaot/Dockerfile,,stretch,brianrob,coretests
scrm/scrm,refs/heads/master,.devcontainer/Dockerfile,,buster,scrm,scrm
tomologic/docker-salt-master,refs/heads/master,Dockerfile,,9,tomologic,docker-salt-master
liuchong/docker-rustup,refs/heads/master,dockerfiles/nightly_onbuild/Dockerfile,,buster,liuchong,docker-rustup
lzhang10/maxent,refs/heads/master,docker/Dockerfile.debian9,,9,lzhang10,maxent
sdhoward/docker-library,refs/heads/master,x86_64/nsd/Dockerfile,,stretch,sdhoward,docker-library
auroreme/docker,refs/heads/master,debian/9/slim/Dockerfile,,9,auroreme,docker
mtmiller/ansible-role-minimal-base,refs/heads/master,travis/Dockerfile.Debian-stretch,,stretch,mtmiller,ansible-role-minimal-base
uber/kraken,refs/heads/master,docker/agent/Dockerfile,,10,uber,kraken
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/archive/mono_app_aot/Dockerfile,,stretch,brianrob,coretests
thomaszbz/native-dockerfiles-typo3,refs/heads/master,typo3-debian-stretch/Dockerfile,,stretch,thomaszbz,native-dockerfiles-typo3
geeknoid/istio,refs/heads/master,docker/Dockerfile.deb_debug,,9,geeknoid,istio
baszoetekouw/SCZ-deploy,refs/heads/master,docker/meta/Dockerfile,,stretch,baszoetekouw,SCZ-deploy
se-passau/SPLConqueror,refs/heads/master,Dockerfile,,stretch,se-passau,SPLConqueror
zuazo/chef-local-docker,refs/heads/master,debian-9/Dockerfile,,9,zuazo,chef-local-docker
google/or-tools,refs/heads/stable,tools/docker/test/amd64/debian-10/cc.Dockerfile,,10,google,or-tools
vulhub/vulhub,refs/heads/master,base/git/2.12.2/Dockerfile,,buster,vulhub,vulhub
grafana/grafana,refs/heads/main,packages/grafana-toolkit/docker/grafana-plugin-ci-e2e/Dockerfile,,buster,grafana,grafana
google/skia-buildbot,refs/heads/main,promk/images/thanos-bounce/Dockerfile,,bullseye,google,skia-buildbot
wernight/docker-plex-media-server,refs/heads/master,latest/Dockerfile,,buster,wernight,docker-plex-media-server
bog-dan-ro/getodac,refs/heads/master,Dockerfile,,buster,bog-dan-ro,getodac
endlessm/chromium-browser,refs/heads/master,third_party/grpc/src/tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,stretch,endlessm,chromium-browser
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/demo-debian-buster.Dockerfile,,buster,googleapis,google-cloud-cpp
LemonLDAPNG/lemonldap-ng-docker,refs/heads/master,docker-trunk/debian/10/Dockerfile,,buster,LemonLDAPNG,lemonldap-ng-docker
firebase/grpc-SwiftPM,refs/heads/main,tools/dockerfile/test/python_stretch_3.7_x64/Dockerfile,,stretch,firebase,grpc-SwiftPM
iaroki/dockerfiles,refs/heads/master,psyanimal/Dockerfile,,stretch,iaroki,dockerfiles
mtmiller/ocserv,refs/heads/master,tests/docker-ocserv/Dockerfile-debian-unix,,stretch,mtmiller,ocserv
vulhub/vulhub,refs/heads/master,base/uwsgi/php/2.0.16/Dockerfile,,stretch,vulhub,vulhub
rvernica/docker-library,refs/heads/master,scidb/19.11/Dockerfile,,9,rvernica,docker-library
hlieberman/sysdig,refs/heads/dev,probe-builder/Dockerfile.debian-gcc8.3,,buster,hlieberman,sysdig
google/skia,refs/heads/main,infra/gcc/Debian10-x86/Dockerfile,,10,google,skia
HalCanary/skia-hc,refs/heads/master,infra/gcc/Debian10-x86/Dockerfile,,10,HalCanary,skia-hc
endlessm/chromium-browser,refs/heads/master,third_party/skia/infra/gcc/Debian10-x86/Dockerfile,,10,endlessm,chromium-browser
youtube/cobalt,refs/heads/master,third_party/skia_next/third_party/skia/infra/gcc/Debian10-x86/Dockerfile,,10,youtube,cobalt
pablodanielrey/docker,refs/heads/master,postgresql/Dockerfile,,stretch,pablodanielrey,docker
commial/miasm,refs/heads/master,Dockerfile,,stretch,commial,miasm
KITPraktomatTeam/Praktomat,refs/heads/master,docker-image/Dockerfile.old,,stretch,KITPraktomatTeam,Praktomat
Mokolea/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye,Mokolea,docker
konstruktoid/docker-upstream,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye,konstruktoid,docker-upstream
bearstech/moby,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye,bearstech,moby
joelnb/dockerfiles,refs/heads/master,gollum/Dockerfile,,buster,joelnb,dockerfiles
Perl/docker-perl,refs/heads/master,eol/5.014.004-slim-buster/Dockerfile,,buster,Perl,docker-perl
hpc/charliecloud,refs/heads/master,examples/spark/Dockerfile,,buster,hpc,charliecloud
pni-libraries/python-pni,refs/heads/develop,.ci/debian9_py3/Dockerfile,,stretch,pni-libraries,python-pni
vulhub/vulhub,refs/heads/master,base/ghostscript/9.23/Dockerfile,,stretch,vulhub,vulhub
8cH9azbsFifZ/ebook2cw,refs/heads/master,Dockerfile,,buster,8cH9azbsFifZ,ebook2cw
mesosphere/marathon-lb,refs/heads/master,Dockerfile.devkit,,buster,mesosphere,marathon-lb
SIGSEGV111/cl3,refs/heads/master,infrabox/debian-9-gcc/Dockerfile.tests,,9,SIGSEGV111,cl3
SIGSEGV111/cl3,refs/heads/master,infrabox/debian-9-clang/Dockerfile.tests,,9,SIGSEGV111,cl3
gitinsky/ansible-role-grafana-dockerized,refs/heads/master,templates/Dockerfile,,9,gitinsky,ansible-role-grafana-dockerized
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/geary/Dockerfile,,buster,mmatoscom,Dockerfiles
pni-libraries/libpniio,refs/heads/develop,.ci/debian11/Dockerfile,,bullseye,pni-libraries,libpniio
GreatFruitOmsk/screenly-ose,refs/heads/master,Dockerfile,,stretch,GreatFruitOmsk,screenly-ose
darrylb123/usbrelay,refs/heads/master,Dockerfile,,10,darrylb123,usbrelay
leprechau/freeradius-server,refs/heads/v3.0.x,scripts/jenkins/debian9/Dockerfile.testrepo,,stretch,leprechau,freeradius-server
RonnyPfannschmidt/setuptools_scm,refs/heads/main,testing/Dockerfile.busted-buster,,buster,RonnyPfannschmidt,setuptools_scm
jazzwang/docker-pool,refs/heads/master,td-agent/Dockerfile,,9,jazzwang,docker-pool
radarsat1/siconos,refs/heads/master,ci_gitlab/dockerfiles/debian-buster/Dockerfile,,buster,radarsat1,siconos
OpenISA/riscv-sbt,refs/heads/master,docker/gcc7/Dockerfile,,buster,OpenISA,riscv-sbt
vicamo/docker-binfmt-qemu,refs/heads/master,debian/bullseye/Dockerfile,,bullseye,vicamo,docker-binfmt-qemu
userid/docker.dedian,refs/heads/master,Dockerfile,,stretch,userid,docker.dedian
caleb/dotfiles,refs/heads/master,zprezto/modules/prompt/external/powerlevel9k/docker/base-5.3.1/Dockerfile,,stretch,caleb,dotfiles
reuteras/docker-vtmon,refs/heads/master,Dockerfile,,stretch,reuteras,docker-vtmon
SIGSEGV111/cl3,refs/heads/master,infrabox/debian-9_0-clang/Dockerfile.tests,,9.0,SIGSEGV111,cl3
SIGSEGV111/cl3,refs/heads/master,infrabox/debian-9_0-gcc/Dockerfile.tests,,9.0,SIGSEGV111,cl3
johnsandiford/dockerfiles,refs/heads/master,pdp-10/its/Dockerfile,,buster,johnsandiford,dockerfiles
xjdr/xio,refs/heads/master,docker-images/base-stretch/Dockerfile,,stretch,xjdr,xio
nfq-technologies/docker-images,refs/heads/master,debian-buster/Dockerfile,,buster,nfq-technologies,docker-images
lhelontra/tensorflow-on-arm,refs/heads/master,build_tensorflow/Dockerfile.stretch,,stretch,lhelontra,tensorflow-on-arm
Nascom/operate-dockerfiles,refs/heads/master,php/8.0/buster/cli/Dockerfile,,buster,Nascom,operate-dockerfiles
swarmpit/swarmpit,refs/heads/master,Dockerfile,,buster,swarmpit,swarmpit
nixys/nxs-fw-libs,refs/heads/master,build-pkgs-conf/docker/debian-9/Dockerfile,,9,nixys,nxs-fw-libs
kubernetes/ingress-gce,refs/heads/master,Dockerfile.echo,,9,kubernetes,ingress-gce
Screenly/screenly-ose,refs/heads/master,docker/Dockerfile.base.dev,,buster,Screenly,screenly-ose
s30labs/cnm,refs/heads/master,os/docker/cnm-db-utils/Dockerfile,,buster,s30labs,cnm
fradelg/docker-pdal,refs/heads/master,Dockerfile,,stretch,fradelg,docker-pdal
ppcoin/ppcoin,refs/heads/master,scripts/docker/debian/Dockerfile-stretch,,stretch,ppcoin,ppcoin
peercoin/peercoin,refs/heads/master,scripts/docker/debian/Dockerfile-stretch,,stretch,peercoin,peercoin
atomist/end-user-documentation,refs/heads/main,.devcontainer/Dockerfile,,9,atomist,end-user-documentation
ktt-ol/ifs-approver,refs/heads/master,Dockerfile,,10.10,ktt-ol,ifs-approver
pushtechnology/docker-elasticsearch,refs/heads/master,Dockerfile,,stretch,pushtechnology,docker-elasticsearch
hughsie/appstream-glib,refs/heads/master,contrib/ci/Dockerfile-debian-buster,,buster,hughsie,appstream-glib
krmcbride/dockerfiles,refs/heads/master,src/main/debian/buster/Dockerfile.base,,buster,krmcbride,dockerfiles
TJNII/DockerBases,refs/heads/master,debian_buster/Dockerfile,,buster,TJNII,DockerBases
ovh/cds,refs/heads/master,Dockerfile,,buster,ovh,cds
garyp/dockerfiles,refs/heads/main,redir/Dockerfile,,11,garyp,dockerfiles
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_user,,9.11,GoogleContainerTools,kaniko
telent/sledge,refs/heads/master,windows/Dockerfile,,stretch,telent,sledge
google/google-ctf,refs/heads/master,2019/finals/pwn-solver/Dockerfile,,stretch,google,google-ctf
nexdatas/configserver,refs/heads/develop,.ci/debian9_py2/Dockerfile,,stretch,nexdatas,configserver
bzz/kythe,refs/heads/master,kythe/release/appengine/buildbot/Dockerfile,,stretch,bzz,kythe
ShotaOd/dabunt,refs/heads/master,carbon-infrastructure/docker/Dockerfile,,stretch,ShotaOd,dabunt
ShotaOd/Carbon,refs/heads/master,carbon-infrastructure/docker/Dockerfile,,stretch,ShotaOd,Carbon
pdsouza/maruos-docker,refs/heads/maru-0.6,Dockerfile,,buster,pdsouza,maruos-docker
markussitzmann/appdock,refs/heads/master,context/base/Dockerfile,,stretch,markussitzmann,appdock
joelnb/dockerfiles,refs/heads/master,get-deb/Dockerfile-stretch,,stretch,joelnb,dockerfiles
joelnb/dockerfiles,refs/heads/master,get-deb/Dockerfile-bullseye,,stretch,joelnb,dockerfiles
mgeitz/tbdchat,refs/heads/master,Dockerfile-client,,stretch,mgeitz,tbdchat
mauriciovieira/eiitp,refs/heads/master,roles/markosamuli.asdf/tests/buster/Dockerfile,,buster,mauriciovieira,eiitp
nexdatas/recselector,refs/heads/develop,.ci/debian9_py2/Dockerfile,,stretch,nexdatas,recselector
HanXHX/docker-vagrant-ansible,refs/heads/master,debian9/Dockerfile,,stretch,HanXHX,docker-vagrant-ansible
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/demo-debian-stretch.Dockerfile,,stretch,googleapis,google-cloud-cpp
jcbrinfo/bakfile,refs/heads/master,src/tk.bakfile_users/Dockerfile,,stretch,jcbrinfo,bakfile
jcbrinfo/docker-file-server,refs/heads/master,src/tk.bakfile_users/Dockerfile,,stretch,jcbrinfo,docker-file-server
Nascom/operate-dockerfiles,refs/heads/master,php/7.0/stretch/base/Dockerfile,,stretch,Nascom,operate-dockerfiles
scop/bash-completion,refs/heads/master,test/docker/debian10/Dockerfile,,10,scop,bash-completion
davehorton/drachtio-server,refs/heads/main,Dockerfile,,buster,davehorton,drachtio-server
jai1/pulsar,refs/heads/master,pulsar-client-cpp/pkg/deb/Dockerfile,,9,jai1,pulsar
michael-k/dockerfiles-jfrazelle,refs/heads/master,traceroute/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
moosefs/moosefs-docker-cluster,refs/heads/master,moosefs-chunkserver/Dockerfile,,buster,moosefs,moosefs-docker-cluster
robinpercy/kops,refs/heads/master,hooks/nvidia-device-plugin/image/Dockerfile,,stretch,robinpercy,kops
0qdk4o/abegin,refs/heads/master,docker/base/Dockerfile,,stretch,0qdk4o,abegin
auroreme/docker,refs/heads/master,debian/9/Dockerfile,,9,auroreme,docker
llgtr/dotfiles,refs/heads/trunk,fonts/Iosevka-Custom/docker/Dockerfile,,buster,llgtr,dotfiles
dvoraka/av-service,refs/heads/master,docker/postgresql/Dockerfile,,stretch,dvoraka,av-service
xrow/ezplatform,refs/heads/master,doc/docker/Dockerfile-varnish,,stretch,xrow,ezplatform
store2be/pape-rs,refs/heads/master,docker/Dockerfile.base,,buster,store2be,pape-rs
nexdatas/configserver,refs/heads/develop,.ci/debian11_py3/Dockerfile,,bullseye,nexdatas,configserver
babim/docker-debianbase,refs/heads/master,Dockerfile,,stretch,babim,docker-debianbase
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/debian-stretch.Dockerfile,,stretch,googleapis,google-cloud-cpp
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/mono_jit/Dockerfile,,stretch,brianrob,coretests
jorgeacf/dockerfiles,refs/heads/master,tools/traceroute/Dockerfile,,stretch,jorgeacf,dockerfiles
lindenb/xml-patch-make,refs/heads/master,Dockerfile,,stretch,lindenb,xml-patch-make
michael-k/dockerfiles-jfrazelle,refs/heads/master,pdp-10/its/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
lablup/sorna-repl,refs/heads/master,base/Dockerfile.hook,,stretch,lablup,sorna-repl
ZimmSebas/SecretHitlerBot,refs/heads/master,Dockerfile,,stretch,ZimmSebas,SecretHitlerBot
getong/docker-erlang-otp,refs/heads/master,23/slim/Dockerfile,,buster,getong,docker-erlang-otp
swift-nav/piksi_tools,refs/heads/v3.1.0-release,docker/Dockerfile.buster,,buster,swift-nav,piksi_tools
google/protobuf,refs/heads/master,kokoro/linux/dockerfile/test/ruby/Dockerfile,,stretch,google,protobuf
alanbrent/dockerfiles,refs/heads/master,android-tools/Dockerfile,,stretch,alanbrent,dockerfiles
nfq-technologies/docker-images,refs/heads/master,debian-bullseye/Dockerfile,,bullseye,nfq-technologies,docker-images
pni-libraries/libpnicore,refs/heads/develop,.ci/debian9/Dockerfile,,stretch,pni-libraries,libpnicore
manfer/ivozprovider,refs/heads/bleeding,extra/simple-cdd/Dockerfile,,stretch,manfer,ivozprovider
kartta-labs/Project,refs/heads/master,Dockerfile-fe,,buster,kartta-labs,Project
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/transmission-ui/Dockerfile,,buster,mmatoscom,Dockerfiles
aadl/docker-cups,refs/heads/master,2.1.3/Dockerfile,,stretch,aadl,docker-cups
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/nginx-extras/Dockerfile,,buster,mmatoscom,Dockerfiles
michael-k/dockerfiles-jfrazelle,refs/heads/master,stress/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
luzifer-docker/factorio,refs/heads/master,Dockerfile,,stretch,luzifer-docker,factorio
OpenISA/riscv-sbt,refs/heads/master,docker/riscv-sbt/Dockerfile,,stretch,OpenISA,riscv-sbt
bmhm/webtrees-jsonld,refs/heads/next-2.0,tests/integration/loader/Dockerfile,,buster,bmhm,webtrees-jsonld
arcenik/docker-authfromhost,refs/heads/master,debian-bullseye/Dockerfile,,bullseye,arcenik,docker-authfromhost
jfrazelle/dockerfiles,refs/heads/master,chrome/stable/Dockerfile,,bullseye,jfrazelle,dockerfiles
